,pca1,pca2,pca3,pca4,pca5,pca6,pca7,pca8,pca9,pca10,pca11,pca12,pca13,pca14,pca15,pca16,pca17,pca18,pca19,pca20,pca21,pca22,pca23,pca24,pca25,PerformanceRating
0,-4.479793574532204,-1.6257996059973532,1.0481524637879989,0.9356890228558162,-0.9173971911208645,1.0277828016346202,-0.8315387568468408,-1.4712378392212722,0.5151837567101363,0.4494978061058516,-1.2428653296898022,-0.16977154173895326,-0.8593278959332378,-0.2631050601728799,1.3611262092671106,-0.6554178052059627,0.8885248839463703,0.09972378231788347,-0.4706070616459899,0.012551823372855944,0.19236575834512346,0.19905456065959345,-0.5028907362905398,0.22833715281574515,-0.35274428851833023,3
1,-4.35607380067229,-0.06828908459610555,2.0161738789592536,1.516782559801429,0.41886415008817834,-0.5825346369820728,-1.714893885369855,0.02668083707523277,0.9852777261266115,0.8307246040105775,-1.7235565666114916,1.171481204490341,0.26557498836331644,0.2764253312481109,0.1336147425789096,-0.15766363626193458,0.5058845381894679,-0.35913419592113294,0.4208030464384866,-0.9290580163248208,-0.49504058408098583,0.30601854863835204,-0.8883671294954494,-0.23723598586238737,-0.7100424708480794,3
2,-4.24318059389778,2.5609616211014328,4.363071909949573,-0.182532275447359,-1.7738799941323387,-0.3628731387993187,-0.43152756794126,1.3080317997112436,0.44978089644772223,1.9575299671388031,0.1893549597982372,2.290069103793328,-1.1978075888104278,0.131159840635217,0.7868889415959652,-1.2679364705251375,-0.6246276084927436,0.5046827453753986,0.5591949379479771,0.08161800299329046,-0.25609151794783924,-0.24287228736992347,-0.4347244400532332,-0.35672382507328426,0.6469960383195587,4
3,3.0137484824404592,0.7259831169811213,2.326672073071532,3.2881827864453834,2.3095736025669096,1.9099851671963883,1.0831191552109807,-0.22678647572418423,-0.1129876876964655,-0.19113155606158252,-0.139196776321308,-1.4086158340271608,-0.3840199009641558,1.1510026166434404,0.5049615044176786,1.558103681589937,-0.2735009921864532,0.8912814596989399,-1.5335828820389477,0.7000661880153783,0.11340176353335435,-0.18643848269770294,-0.5660170999849309,-0.06606873024936176,-0.5000483553247206,3
4,-4.246564872071728,5.966600449714763,-0.2463020573489187,0.7899785226475864,2.0967612555031727,-1.7123393665878188,0.7690247723747579,-0.5169497160801424,0.7885774242556618,1.1256382610100342,-1.6424601310549978,0.14282769628746778,-0.7278650435411784,-0.05162604892071847,-1.5095159285817124,0.6522736700912996,0.6141788039500257,-0.2957928475395971,0.9704685562329853,-1.179983774371871,0.7938592310678609,-0.10704606740134301,-0.21816737377285314,0.45697289805369323,-0.14789420816694482,3
5,-3.3372510087890226,-1.736375433426805,1.0909281202988186,-0.37378950393032834,-1.483869032259968,-0.5640975174226567,-1.7118322330668798,1.177629447566173,0.2760563117433132,1.3307524663797337,2.0130721316484923,1.6792984160898201,1.543133422860081,0.10692917646758789,1.1925520596630057,0.609478118538837,0.32291027230970826,-0.060244851084943735,-0.678106978371871,1.150712102733099,0.32561146833414345,-0.2504169129548572,-0.30822053143153316,0.41104549075060837,-0.09073593361741154,4
6,-0.342801110472202,4.4166557948395235,-1.3269348641361796,1.2799355562059813,-0.582801701831042,-0.08167674561637196,-0.8570998142443025,-0.5981980664046993,0.9379436495837441,0.31126629842787673,-1.125389995798731,1.3321507355826518,-0.4790621084845778,-0.38933777175660356,-1.787372692270979,-0.5291513320179466,0.4890406199325437,-0.25843172245375057,0.8835046382509172,-0.7605468075424927,0.6604433014666187,0.09113044461021909,-0.35461009598463983,0.43125950605954827,-0.21099707709516594,3
7,-3.284098380596805,3.988751700449779,0.05900996699948342,-0.7409361204629236,-1.7106819493696457,-2.7414041449332767,0.5668557439105862,-1.467584795485286,-0.9256534439598004,-1.0324167444944772,1.5705815935034435,0.6504429673448148,0.8048971414544668,-0.19115177459429677,0.4911385663485909,-0.10986645700827849,-0.9949815396623709,1.6421098015832667,-0.24795161171662203,-0.6344971087062816,0.13821034493205728,0.26042259462460604,0.23486080363242856,-1.1087886991645253,0.3623677570352625,3
8,-3.134083109356486,6.285827528876222,0.4151201168911619,-0.8524232283818417,-0.2054384260834055,-1.3144941459083717,1.831953859109371,1.564107096363799,-1.6649931352491636,0.5661516853549918,-0.6283400417718692,0.49961702421361875,-0.06452968886228239,0.4353703498682653,1.1202511536948336,-0.8775412595263323,-0.21157466017577592,-1.4588475048671947,0.807365478143884,1.4731041642085094,0.65820763319312,-0.7957829621579565,0.7759621129459224,-0.15199651985025422,-0.24284074179315185,3
9,-3.2975459958203346,1.7473883679807527,-1.438345989376684,-1.1794552286466404,1.1492139808723256,0.04445594166931741,-2.1195818068936427,-0.5466358888723811,0.21021791947603324,-1.3555310609990472,1.276337612797141,-0.03687842688220639,-0.0028980602253415744,-0.008954432479208619,0.46623784663762585,-0.11151834126569835,-1.0419659987512928,-0.6721838274577218,-0.7561794862356639,-0.18942963572980312,0.26594011206083334,0.079395520404796,0.6698369065117419,-0.42872396806155944,0.42130169906598675,3
10,-3.3969780292799525,-0.5513475546742596,-0.43579087569186925,-0.31712039877250114,0.8596750745359094,-0.20599788992161477,1.2417355645757338,-0.7499278812416933,0.7803875323180891,0.058928401671709894,-0.16948978397547237,0.09733872699406215,1.9204623429732441,-0.24371369611447588,0.45540507987212636,0.5883680336615146,-0.7451523697842584,1.109301384860333,2.1806667644359403,-0.12074919829176774,-0.07430579245033475,0.4291942969086787,-0.30988116076110594,0.39538803496543135,-0.15816926937850692,3
11,-4.0793644828948095,6.983723658548222,2.5740564929906826,0.1042761986153162,-0.43158487278305385,0.6237724308647646,-1.8259799844616018,-1.1456654611596497,-0.3960391548026798,0.8528941815678801,-0.7900551459610589,0.07829623879352486,-0.3187144664204315,0.7093071418207614,0.9134938807154688,0.9900783600754428,0.6681705183650212,0.06256969707166045,-0.18601762266981917,1.1415579621339242,-0.038609979553303746,2.3821660925437462,-0.35027555092554746,-1.2478040476300911,-0.18470411744064527,3
12,-4.299343598327282,4.307220803132794,1.2240667600743584,0.8851838707160323,-1.3249266843120662,0.3571767876424266,1.9676939454176874,-0.5857999076902859,3.271415094453819,1.020668213295586,0.18052637697925594,0.21014849041998898,-1.250401025100794,-2.2638059843462783,-0.8756044938582753,1.654700287629845,0.14396468457305459,0.22215850886372382,-1.496864551332033,0.2746058178981301,0.09504167139872072,0.06402167299535633,-0.45713807427539954,0.2018770012978295,-0.22186102597442803,4
13,-0.6452672636125251,-1.7612996829194927,-2.776861480739234,-1.2621031255399238,0.434310858906937,-0.41571262527481223,-0.9544025073773772,-0.13644959965574913,0.1078258644970798,-1.1798266203312002,-0.7461287972205527,-0.37008877896359577,-0.7862314063783911,-1.6880547279789269,0.2479542463742683,0.018351633653381067,-0.01223896261035551,-0.3075391976466895,-0.2518955144916774,-0.25612097652265864,0.16899504365890256,-0.030533761421949728,-0.27606437912333676,0.4418132721828137,-0.07639601388537225,3
